Name,Technology,Prop Type,AngelList,Crunchbase,Domain,HQ Address,City,State,Zip,# Founders,Founded,Years Active,# of Funding Rounds,Valuation Rank,Funding/Year Rank,Total Funding Rank,ARR Rank,CAFR Rank,Avg. Funding/Year,ARR/Funds Raised,Total Funding,Estimated ARR,CFRGR (Compound Funding Round Growth Rate),CAFR,Latest Valuation,Latest Valuation Year,Accelerator,Accelerator 2,Pre-Seed Date,Pre-Seed $,Seed Date,Seed $,Bridge Date,Bridge $,A Round Date,A Round $,B Round Date,B Round $,C Round Date,C Round $,D Round Date,D Round $,E Round Date,E Round $,F Round Date,F Round $,G Round Date,G Round $,H Round Date,H Round $,Unknown Series Date,Unknown Series $,Non-Dilutive Round Date,Non-Dilutive Round $,Exit Date,Exit $,Acquirer
Patrocinium Systems,,"Office, Multifamily, Retail",,https://www.crunchbase.com/organization/patrocinium-systems,http://www.patrocinium.com,,Reston,Virginia,,,2013,12,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak Power,,"Office, Multifamily, Retail",https://angel.co/company/peak-power-1,.,peakpowerenergy.com,"335 Madison Ave, 4th Floor",New York,NY ,10017,1,2015,10,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PeppyOcean,,All,https://angel.co/company/peppyocean,https://www.crunchbase.com/organization/peppyocean,https://www.peppyocean.com/,,Ahmedabad,India,,,2018,7,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perchin LLC,,All,https://angel.co/company/permitzone,https://www.crunchbase.com/organization/permitzone,https://permits.com/,,Myrtle Beach,South Carolina,N/A,N/A,2016,9,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pereview Software,,"Office, Multifamily, Retail",,https://www.crunchbase.com/organization/pereview-software,https://pereviewsoftware.com/,,Dallas,TX,,,,2025,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perspective3-D ,,ALL,Not Found,Not Found,https://perspective3-d.com/,1101 Fulton St E,Grand Rapids,MI,49503,1,2015,10,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Solar Renewable Services,,All,https://angel.co/u/phoenixrs,,https://www.phoenixrs.com/,3176 Lionshead Ave,Carlsbad,CA,92010,,,2025,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PinPut, LLC",,All,https://angel.co/company/pinput-real-estate-technology,,https://pinput.com/,,,,,,,2025,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Placeint,,Retail,,,https://www.placeint.com,,Boston,MA,,,,2025,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlanHub,Constructino,Industrial,,https://www.crunchbase.com/organization/planhub,https://www.planhub.com/,,West Palm Beach,FL,,,2016,9,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planitar Inc.,,All,,https://www.crunchbase.com/organization/planitar,https://goiguide.com/,,Kitchener,Ontario,,,2013,12,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planned Grocery®,,Retail,,https://www.crunchbase.com/organization/planned-grocery,https://plannedgrocery.com/,,Columbia,SC,,,2016,9,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pocketstop,,"Office, Retail, Multifamily",https://angel.co/company/pocketstop,https://www.crunchbase.com/organization/pocketstop,https://pocketstop.com/,,Dallas,TX,,,2006,19,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Point Load Power, Inc.",,"Industrial, Office, Retail, Multifamily",,https://www.crunchbase.com/organization/point-load-power,https://www.pointloadpower.com/,,Pasadena ,CA,,,2019,6,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pointguard,Facility Management,Office,,https://www.crunchbase.com/organization/pointguard,https://www.pointguardtech.com/,"1447 South Tryon Street, Suite 301",Charlotte,NC,28203,N/A,2008,17,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pointr,,"Office, Retail, Multifamily",https://angel.co/company/pointr,https://www.crunchbase.com/organization/pointr,https://www.pointr.tech/,,London,UK,,,2013,12,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positionptt,Construction,Industrial ,https://angel.co/company/positionptt,https://www.crunchbase.com/organization/positionptt-push-to-talk,https://positionptt.com/,,Bloomington,IL ,,,,2025,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powers IoT - Smart Home Gurus,Smart Homes,Residential,Not Found,Not Found,https://powersiot.com/,407 E Main St,Port Jefferson,NY,11777,1,2014,11,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precision Software,,"Industrial, Office, Retail, Multifamily",,https://www.crunchbase.com/organization/precision-software,https://www.precisionsoftware.com/solutions/multi-carrier-shipping-software,,Lisle,IL ,,,1984,41,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predictre,RE Intelligence,All,,,https://predict.re,,Boston,MA,,,,2025,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PremiseHQ,,"Office, Multifamily, Retail",Not Found,Not Found,https://premisesaas.com/,30 Wellington St W,Toronto,Canada,ON M5J,,2018,7,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prescriptive Data,Energy Management,"Office, Multifamily, Retail",https://angel.co/prescriptive-data,https://www.crunchbase.com/organization/prescriptive-data,www.prescriptivedata.io,415 Madison Avenue,New York,NY ,10017,N/A,2016,9,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Privy,,Residential,https://angel.co/company/privy-5,,https://www.getprivynow.com/,,,,,,,2025,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProforMap Inc.,,"Industrial, Office, Multifamily, Retail",Not Found,Not Found,https://proformap.com/,1990 N California Blvd,Walnut Creek,CA,94596,1,2015,10,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prominence Support,,"Residential, Multifamily",Not Found,Not Found,https://prominencesupport.co.uk/,35 Hallmead Road,Sutton,UK,,,2015,10,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProNet Group,,Other,https://angel.co/company/pronet-group,https://www.crunchbase.com/organization/pronet-group,https://www.pronetgroup.com/,1 Sugar Creek Center Blvd,Sugar Land,TX,77478,,1990,35,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProperGate,Construction,"Industrial, Office, Multifamily, Retail",https://angel.co/company/propergate,https://www.crunchbase.com/organization/propergate,https://www.propergate.co/,,Warsaw,Poland,,,2018,7,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property Capsule,Propert Search,All,https://angel.co/property-capsule,https://www.crunchbase.com/organization/property-capsule,propertycapsule.com,311 4th Ave,San Diego,California,92101,1,2014,11,1,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,1-Jan-14, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,
Property Platform,,"Office, Multifamily, Retail",,https://www.crunchbase.com/organization/property-platform,https://propertyplatform.com/,,NY,NY ,,,2015,10,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property Shark,Due Diligence,All,https://angel.co/propertyshark,https://www.crunchbase.com/organization/propertyshark#section-overview,www.propertyshark.com,"370 Lexington Avenue, #2100",New York,NY ,10017,1,2003,22,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PropertyBookNYC,,All,,https://www.crunchbase.com/organization/propertybook-nyc,https://propertybook.nyc/,,Manhattan,NY ,,,2017,8,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PropertyIDX,,"Industrial, Office, Multifamily, Retail",,https://www.crunchbase.com/organization/propertyidx,https://www.propertyidx.com/,,NY,NY ,,,2017,8,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PropertyQuants,,"Industrial, Office, Multifamily, Retail",https://angel.co/company/propertyquants,https://www.crunchbase.com/organization/propertyquants,https://propertyquants.com/,,Singapore,Singapore,,,2018,7,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prophix,,"Industrial, Office, Multifamily, Retail",,https://www.crunchbase.com/organization/prophix-software,https://www.prophix.com/,,Mississauga,Canada,,,1987,38,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proplend,,"Industrial, Office, Multifamily, Retail",https://angel.co/company/proplend-1,https://www.crunchbase.com/organization/proplend,https://www.proplend.com/,,Richmond,UK,,,2013,12,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProspectNow,,All,https://angel.co/company/prospectnow,https://www.crunchbase.com/organization/prospectnow,https://www.prospectnow.com/,,Los Altos ,CA,,,2008,17,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PublicAssets, Ltd",,Office,https://angel.co/company/publicassets,https://www.crunchbase.com/organization/publicassets,https://www.publicassets.com/,,Mill Valley,CA,,,2015,10,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purple Olive Labs,,"Industrial, Retail",https://angel.co/company/purple-olive-labs,https://www.crunchbase.com/organization/purple-olive-labs,https://www.purpleolivelabs.com/,,Dallas ,TX,,,2019,6,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qlair,Air Quality,All,,https://www.crunchbase.com/organization/qlair,http://www.i-qlair.com,440 N Wolfe Rd,Sunnyvale,CA ,94085﻿,1,N/A,#VALUE!,0,#N/A,,,,,#VALUE!,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qobo Ltd/Qobrix,,All,,https://www.crunchbase.com/organization/qobo-group-ltd,https://qobrix.com/,,Pulborough,UK,,,2013,12,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QualIT One,,All,,https://www.crunchbase.com/organization/qualit-one-llc,https://www.qit1.com/,,NY,NY,,,2011,14,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QuantumListing,,All,,https://www.crunchbase.com/organization/quantumlisting,https://quantumlisting.com/,,White Plains,NY,,,2015,10,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quarem,Leasing,All,,https://www.crunchbase.com/organization/quarem,https://www.quarem.com/,,Houston,TX,20036,2,2001,24,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quarters,,"Multifamily, Residential",,https://www.crunchbase.com/organization/quarters,https://quarters.com/,"Berlin, Berlin, Germany",,,,,2012,13,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quix,,"Multifamily, Residential",,,https://www.quix.ps,,Boston,MA,,,,2025,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queentessence,,All,https://angel.co/company/queentessenceio,https://www.crunchbase.com/organization/queentessence-inc,https://queentessence.io/,,Miami,FL,,,2018,7,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quick Space,,All,Not Found,Not Found,http://www.Quickspace.com,9320 49 St NW,Edmonton,Canada,,,1998,27,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quikshow,,"Multifamily, Residential",https://angel.co/company/quikshow,https://www.crunchbase.com/organization/quikshow,http://www.quikshow.com/,,Frisco,TX,,N/A,N/A,#VALUE!,0,#N/A,,,,,#VALUE!,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radix,,Multifamily,,https://www.crunchbase.com/organization/radix-4326,www.radix.com,8283 N Hayden Rd,Scottsdale,AZ,85258,2,2015,10,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RankON Technologies Pvt Ltd,,All,https://angel.co/u/rankontech,,http://www.rankontechnologies.com/seo-company-india/,,,,,,,2025,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raven,,All,https://angel.co/company/raven-8,,https://raven.re/,,,,,,,2025,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravti,HVAC,ALL,https://angel.co/ravti,https://www.crunchbase.com/organization/ravti,www.ravti.com/,4100 W Kennedy Blvd,Tampa,FL,33609,2,2012,13,1,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,,,,,20-Feb-17, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,
Raybased,Facilities Management,All,https://angel.co/raybased-ab,https://www.crunchbase.com/organization/raybased,https://raybased.com/en/,A Odhner Street 41,Gothenberg,Sweden,421 30 WEST DEVELOPMENT,N/A,2011,14,0,#N/A,,,,,$0 ,,$0 ,,,#DIV/0!,,,Colliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDM/Building Engines,,"Office, Retail, Hospitality, Industrial, Other",https://angel.co/company/building-engines-3,https://www.crunchbase.com/organization/building-engines,https://www.buildingengines.com/,,Boston,Massachussets,,,2001,24,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Re-imagining Cities,,All,https://angel.co/company/re-imagining-cities-foundation,,https://www.re-cities.org/,,Seoul,South Korea,,2,2007,18,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Re-Leased,,All,,https://www.crunchbase.com/organization/re-leased-property-software,https://www.re-leased.com/,,London,UK,,,2012,13,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RE-Trax,,All,https://angel.co/company/re-trax-2,https://www.crunchbase.com/organization/re-trax,http://re-trax.com/,,Centennial,CO,,,2011,14,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
re-viv,,Multifamily,https://angel.co/company/re-viv,,https://re-viv.com/,,,,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTIV,,"Office, Other",Not found,Not Found,https://reactiv.io/,970 Yuma St,Denver,CO,80204,2,2019,6,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Capital Markets,,"Office, Retail, Industrial, Other",https://angel.co/company/real-capital-markets,https://www.crunchbase.com/organization/real-capital-markets,https://www.rcm1.com,,Carlsbad,CA,,,1999,26,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Realcore,,"Office, Retail, Industrial, Other",,https://www.crunchbase.com/organization/realcore,https://www.realcoreapps.com/error.aspx?aspxerrorpath=/index.aspx,,Morrisville,NC,,,2010,15,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RealDash,Deal Flow,All,https://angel.co/realdash,https://www.crunchbase.com/organization/realdash,realdash.com,2100 Coral Way,Miami,FL ,33145,N/A,2016,9,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RealFactors,Data,"Office, Retail, Industrial, Other",https://angel.co/company/real-factors,https://www.crunchbase.com/organization/real-factors,http://www.realfactors.com,318 E 34th St,New York,NY ,10016,2,2017,8,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RealINSIGHT,,All,https://angel.co/company/realinsight,,https://www.realinsight.com/,900 19th St NW,Washington,DC,20006,,2016,9,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Realisti.co,,"Multifamily, Residential",,https://www.crunchbase.com/organization/realisti-co-s-r-l,https://www.realisti.co/es/,"PASEO DE LA CASTELLANA, 182",Madrid,España,,,2015,10,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RealLiquidity,Secondaries,All,https://angel.co/realliquidity,https://www.crunchbase.com/organization/real-liquidity,realliquidity.com,,New York,NY,,2,2013,12,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RealMatters,Title,ALL,https://angel.co/real-matters-realmatters-com,https://www.crunchbase.com/organization/real-matters#section-overview,https://www.realmatters.com/home/default.aspx,50 Minthorn Blvd,Thornhill,"Ontario, Canada",L3T 7X8,4,2004,21,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RealNex,,All,,https://www.crunchbase.com/organization/realnex,https://www.realnex.com,,Stafford,TX,,,2014,11,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RealPad,,All,https://angel.co/company/realpad-software,https://www.crunchbase.com/organization/realpad,https://realpadsoftware.com/,,Praha,Czech Republic,,,2012,13,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RealPropti / Agent Marketing,,"Multifamily, Residential",https://angel.co/company/realpropti,https://www.crunchbase.com/organization/realpropti,https://agentmarketing.com/,,,,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Realstax,,Office,https://angel.co/company/realstax,https://www.crunchbase.com/organization/realstax,,,,,,,2016,9,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RealtyAds, LLC",,All,Not Found,Not Found,https://www.realtyads.com/,216 N May St,Chicago,IL,60607,,2019,6,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RealtyeVest,,All,https://angel.co/company/realtyevest,https://www.crunchbase.com/organization/realtyevest,,,Jacksonville,FL,,,2016,9,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RealtyHive,,All,,https://www.crunchbase.com/organization/realtyhive,https://realtyhive.com/,,Green Bay,Wisconsin,,,2012,13,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RealtyPad,,Residential,,https://www.crunchbase.com/organization/realtypad,http://realtypad.net/,,Pittsburgh,Pennysilvania,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RealtyZapp,,All,,https://www.crunchbase.com/organization/realtyzapp,https://realtyzapp.com/,,,,,,2016,9,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RealVantage,,All,https://angel.co/company/realvantage,https://www.crunchbase.com/organization/realvantage,https://www.realvantage.co/,,Singapore,Singapore,,,2019,6,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RealVectors,,"Multifamily, Residential",https://angel.co/company/realvectors,https://www.crunchbase.com/organization/realvectors,http://www.realvectors.com/,,Irvine,CA,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RealX.Pro,,All,,https://www.crunchbase.com/organization/realx-pro,https://realx.pro/,Nordic Countries,"Scandinavia
",Scandinavia,,1,2017,8,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rebl Tech,PR and Marketing,All,,https://www.crunchbase.com/organization/rebeltech,https://www.rebeltech.io/,,London,UK,,,2018,7,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REdevly,,All,,https://www.crunchbase.com/organization/redevly,https://www.redevly.com/landing,7667 SE SHERMAN CT,Portland,OR,97217,2,2020,5,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RedIQ,Property Management,Multifamily,https://angel.co/company/rediq,https://www.crunchbase.com/organization/resimodel,https://www.rediq.io/,Greater New York Area,New York,NY ,,1,2010,15,1,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,14-Sep-14, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,
RedVision,Title,All,https://angel.co/company/redvision-systems,https://www.crunchbase.com/organization/redvision-system,http://www.redvision.com,"1055 Parsippany Blvd, Suite 412",Parsippany,NJ ,7054,N/A,2001,24,1,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,1-Nov-03, $ -   ,,,,,,,,,,,,,,,,,,,,,
Refined Data Solutions Inc.,,All,,https://www.crunchbase.com/organization/refined-data-solutions,https://www.refineddata.com/,,Thornhill,Canada,,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RefineRE,Data Management,All,https://angel.co/refinere,https://www.crunchbase.com/organization/refinere,www.refinere.net,110 5th Ave,New York,New York,10011,1,2017,8,1,#N/A,,,,,,,$0 ,,,#DIV/0!,,,Colliers,,10-Sep-10, $ -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,
REINNO,,All,https://angel.co/company/reinno,https://www.crunchbase.com/organization/reinno,https://reinno.io/,,Stamford,Connecticut,,,2019,6,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReMeter,Credit,"Office, Retail",,https://www.crunchbase.com/organization/re-meter,www.re-meter.com/,160 North Wacker Drive,Chicago,IL ,60606,2,2014,11,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"REMLogics, LLC",,All,Not Found,Not Found,https://www.remlogics.net/,"10 SOUTHPOINTE DR, SUITE D",Paragould,AR,72450,1,2019,6,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remotedesk,,Office,,https://www.crunchbase.com/organization/remotedesk,https://remotedesk.me/,,NY,NY,,,2012,13,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remote Roofing,,Multifamily,https://angel.co/company/remote-roofing-2,https://www.crunchbase.com/organization/remote-roofing,http://www.remoteroofing.com/,,Roanoke,VA,,1,2020,5,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remzy,,"Multifamily, Residential",https://angel.co/company/remzy,https://www.crunchbase.com/organization/remzy,https://remzy.com/,,Miami Beach,FL,,,2016,9,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rent Manager,Property Management,"Multifamily, Residential",,https://www.crunchbase.com/organization/rent-manager,www.rentmanager.com/,9140 Waterstone Blvd,Cincinnati,OH,45249,N/A,1987,38,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rent Potential,,All,Not Found,Not Found,https://www.rentpotential.com/,510 5th Avenue Floor 3,New York,NY,10036,,,2025,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rental Beast,,"Multifamily, Residential",https://angel.co/company/rental-beast,https://www.crunchbase.com/organization/rental-beast,https://rentalbeast.com/,,Somerville,Massachusetts,,,2013,12,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RentalAds,,"Multifamily, Residential",https://angel.co/company/rentalads,,https://www.rentalads.com/,,Oklahoma,OK,,,1997,28,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rentec Direct,Property Management,"Multifamily, Residential",,https://www.crunchbase.com/organization/rentec-direct,www.rentecdirect.com,301 ne 6th street,Grants Pass,OR,97526,N/A,2009,16,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rentigo,,"Multifamily, Residential",https://angel.co/company/rentigo-1,https://www.crunchbase.com/organization/rentigo-inc,https://rentigo.com/,,NY,NY,,,2015,10,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rentivate,,"Multifamily, Residential",Not Found,Not Found,https://www.rentivate.io/,,,,,N/A,N/A,#VALUE!,0,#N/A,,,,,,,$0 ,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
